program_id,bin,rank_in_bin,control_symbol
diff_naive,16,0,PLOD3
diff_naive,16,1,FKBP8
diff_naive,16,2,ASPHD2
diff_naive,16,3,NPRL3
diff_naive,16,4,UBXN2A
diff_naive,16,5,ARL3
diff_naive,16,6,BLTP1
diff_naive,16,7,TSHZ2
diff_naive,16,8,KIF18B
diff_naive,16,9,LTBP3
diff_naive,16,10,UBE2H
diff_naive,16,11,GALK1
diff_naive,16,12,ZSWIM7
diff_naive,16,13,TRIM4
diff_naive,16,14,CC2D1A
diff_naive,16,15,ERCC2
diff_naive,16,16,HEG1
diff_naive,16,17,ZC3HC1
diff_naive,16,18,NUP35
diff_naive,16,19,SLC23A2
diff_naive,16,20,ATG9A
diff_naive,16,21,ATP7A
diff_naive,16,22,SCYL3
diff_naive,16,23,PLP2
diff_naive,16,24,DHX58
diff_naive,16,25,FAM199X
diff_naive,16,26,BRF2
diff_naive,16,27,MACO1
diff_naive,16,28,CIR1
diff_naive,16,29,RABIF
diff_naive,16,30,TAF5L
diff_naive,16,31,CWC25
diff_naive,16,32,YTHDF1
diff_naive,16,33,ILVBL
diff_naive,16,34,NDUFAF6
diff_naive,16,35,PWWP2A
diff_naive,16,36,TMEM120A
diff_naive,16,37,SH2B1
diff_naive,16,38,ORC5
diff_naive,16,39,TUBGCP5
diff_naive,16,40,HOMER2
diff_naive,16,41,RNF185
diff_naive,16,42,ELF2
diff_naive,16,43,FOXJ2
diff_naive,16,44,TOP3A
diff_naive,16,45,DENND1A
diff_naive,16,46,CLN8
diff_naive,16,47,FBXL4
diff_naive,16,48,EZH1
diff_naive,16,49,SLC11A2
diff_naive,17,0,VRK2
diff_naive,17,1,NF1
diff_naive,17,2,NR2C2AP
diff_naive,17,3,LSM3
diff_naive,17,4,SFSWAP
diff_naive,17,5,THG1L
diff_naive,17,6,NMT2
diff_naive,17,7,EFL1
diff_naive,17,8,ZCCHC8
diff_naive,17,9,MRS2
diff_naive,17,10,RNASET2
diff_naive,17,11,PDPR
diff_naive,17,12,ZNF12
diff_naive,17,13,ITPR3
diff_naive,17,14,RXRB
diff_naive,17,15,CBR3
diff_naive,17,16,ESRRA
diff_naive,17,17,MAP3K13
diff_naive,17,18,C11orf24
diff_naive,17,19,EIF1AY
diff_naive,17,20,KHDC4
diff_naive,17,21,NSRP1
diff_naive,17,22,CCDC115
diff_naive,17,23,GAB2
diff_naive,17,24,MTFR2
diff_naive,17,25,MTMR3
diff_naive,17,26,ZDHHC14
diff_naive,17,27,TP53BP1
diff_naive,17,28,TSPAN3
diff_naive,17,29,C12orf29
diff_naive,17,30,PABPC1L
diff_naive,17,31,KCTD17
diff_naive,17,32,MSH3
diff_naive,17,33,NOP9
diff_naive,17,34,ABI2
diff_naive,17,35,MOSPD2
diff_naive,17,36,SPNS1
diff_naive,17,37,ZNF581
diff_naive,17,38,NUDT22
diff_naive,17,39,SMIM20
diff_naive,17,40,HPS4
diff_naive,17,41,TAF4
diff_naive,17,42,HAUS3
diff_naive,17,43,CCDC137
diff_naive,17,44,ABCB8
diff_naive,17,45,LFNG
diff_naive,17,46,NDUFS8
diff_naive,17,47,GTPBP10
diff_naive,17,48,BOD1L1
diff_naive,17,49,ANKRD13B
diff_naive,22,0,ERH
diff_naive,22,1,TUBB
diff_naive,22,2,USO1
diff_naive,22,3,MAPRE1
diff_naive,22,4,CCNK
diff_naive,22,5,CIAO2A
diff_naive,22,6,MSH6
diff_naive,22,7,MIB1
diff_naive,22,8,ZDHHC20
diff_naive,22,9,VPS4B
diff_naive,22,10,WDR75
diff_naive,22,11,BCL11B
diff_naive,22,12,FGFR1OP2
diff_naive,22,13,RALY
diff_naive,22,14,ANAPC15
diff_naive,22,15,GTPBP1
diff_naive,22,16,TNFRSF25
diff_naive,22,17,NOL7
diff_naive,22,18,ACTN4
diff_naive,22,19,PPID
diff_naive,22,20,AKAP13
diff_naive,22,21,PARL
diff_naive,22,22,DCUN1D1
diff_naive,22,23,MAML1
diff_naive,22,24,SCYL1
diff_naive,22,25,PRKACA
diff_naive,22,26,MLLT3
diff_naive,22,27,SMC2
diff_naive,22,28,TMED4
diff_naive,22,29,GSR
diff_naive,22,30,FLT3LG
diff_naive,22,31,YTHDC1
diff_naive,22,32,THUMPD1
diff_naive,22,33,CLEC2B
diff_naive,22,34,RARA
diff_naive,22,35,BABAM1
diff_naive,22,36,PTEN
diff_naive,22,37,CHERP
diff_naive,22,38,SP100
diff_naive,22,39,UBLCP1
diff_naive,22,40,IQGAP1
diff_naive,22,41,TRA2B
diff_naive,22,42,NIFK
diff_naive,22,43,RPP30
diff_naive,22,44,GATAD2A
diff_naive,22,45,MPRIP
diff_naive,22,46,INTS6
diff_naive,22,47,UBE2F
diff_naive,22,48,EDC4
diff_naive,22,49,FARSB
diff_naive,24,0,MCMBP
diff_naive,24,1,MANF
diff_naive,24,2,APBB1IP
diff_naive,24,3,MLLT6
diff_naive,24,4,GTF3A
diff_naive,24,5,STT3B
diff_naive,24,6,UFM1
diff_naive,24,7,SRSF2
diff_naive,24,8,MTHFD1
diff_naive,24,9,GNG2
diff_naive,24,10,ITM2A
diff_naive,24,11,MYDGF
diff_naive,24,12,PRPF19
diff_naive,24,13,OAS2
diff_naive,24,14,STK24
diff_naive,24,15,NDFIP2
diff_naive,24,16,THOC7
diff_naive,24,17,TOMM5
diff_naive,24,18,COX7A2
diff_naive,24,19,NDUFV1
diff_naive,24,20,SMC1A
diff_naive,24,21,HSP90AB1
diff_naive,24,22,CTSC
diff_naive,24,23,HSPA8
diff_naive,24,24,LITAF
diff_naive,24,25,GOLPH3
diff_naive,24,26,ACTR2
diff_naive,24,27,TCP1
diff_naive,24,28,CNBP
diff_naive,24,29,SPG21
diff_naive,24,30,MCM4
diff_naive,24,31,BIRC3
diff_naive,24,32,HECA
diff_naive,24,33,MAPKAPK2
diff_naive,24,34,C11orf58
diff_naive,24,35,IL2RB
diff_naive,24,36,GRK2
diff_naive,24,37,MTHFD2
diff_naive,24,38,KDM5C
diff_naive,24,39,SH2D1A
diff_naive,24,40,KIF5B
diff_naive,24,41,ITGB2
diff_naive,24,42,ARPC1B
diff_naive,24,43,COPB1
diff_naive,24,44,UBE2A
diff_naive,24,45,TGFBR2
diff_naive,24,46,HOPX
diff_naive,24,47,MAPK6
diff_naive,24,48,ITK
diff_naive,24,49,PSMA7
diff_activated,18,0,DCAF1
diff_activated,18,1,PLD6
diff_activated,18,2,COMMD4
diff_activated,18,3,GCLC
diff_activated,18,4,TMX4
diff_activated,18,5,UBAP1
diff_activated,18,6,DTNBP1
diff_activated,18,7,TANGO6
diff_activated,18,8,SOD1
diff_activated,18,9,HSPBP1
diff_activated,18,10,TMEM267
diff_activated,18,11,HEXB
diff_activated,18,12,RAD54B
diff_activated,18,13,AP4E1
diff_activated,18,14,HDAC8
diff_activated,18,15,WDR59
diff_activated,18,16,MADD
diff_activated,18,17,TMEM185A
diff_activated,18,18,PRPF18
diff_activated,18,19,ABHD18
diff_activated,18,20,MAST3
diff_activated,18,21,NDUFS5
diff_activated,18,22,IMMP2L
diff_activated,18,23,G2E3
diff_activated,18,24,MT1X
diff_activated,18,25,STK16
diff_activated,18,26,APEX2
diff_activated,18,27,SLC35F6
diff_activated,18,28,SLC35F2
diff_activated,18,29,POLA1
diff_activated,18,30,NARF
diff_activated,18,31,SSNA1
diff_activated,18,32,ZRANB1
diff_activated,18,33,CREG1
diff_activated,18,34,COG4
diff_activated,18,35,ZKSCAN1
diff_activated,18,36,ACTR6
diff_activated,18,37,CLCN7
diff_activated,18,38,CLASP2
diff_activated,18,39,ABCF3
diff_activated,18,40,GABPB2
diff_activated,18,41,CENPC
diff_activated,18,42,ZNF580
diff_activated,18,43,PPME1
diff_activated,18,44,STX2
diff_activated,18,45,TOR1B
diff_activated,18,46,IDH1
diff_activated,18,47,FAM193B
diff_activated,18,48,CLUH
diff_activated,18,49,BRD8
diff_activated,22,0,NOL7
diff_activated,22,1,TMBIM1
diff_activated,22,2,ARMC10
diff_activated,22,3,EIF1B
diff_activated,22,4,SET
diff_activated,22,5,ZBTB25
diff_activated,22,6,BABAM1
diff_activated,22,7,FYTTD1
diff_activated,22,8,GIMAP5
diff_activated,22,9,SLC16A3
diff_activated,22,10,NSUN2
diff_activated,22,11,TMEM68
diff_activated,22,12,PEF1
diff_activated,22,13,PLRG1
diff_activated,22,14,ZFAND3
diff_activated,22,15,ACBD6
diff_activated,22,16,CSNK1D
diff_activated,22,17,CIB1
diff_activated,22,18,ARHGAP11A
diff_activated,22,19,PRDX3
diff_activated,22,20,RGCC
diff_activated,22,21,RHOH
diff_activated,22,22,ZYX
diff_activated,22,23,PITRM1
diff_activated,22,24,GFM1
diff_activated,22,25,DENR
diff_activated,22,26,PTTG1IP
diff_activated,22,27,TBC1D14
diff_activated,22,28,GGA2
diff_activated,22,29,MKLN1
diff_activated,22,30,KTN1
diff_activated,22,31,NCOR2
diff_activated,22,32,RACK1
diff_activated,22,33,KLHL5
diff_activated,22,34,PARP14
diff_activated,22,35,TMBIM6
diff_activated,22,36,SNRNP25
diff_activated,22,37,RABEP1
diff_activated,22,38,AMD1
diff_activated,22,39,TMOD3
diff_activated,22,40,LRP8
diff_activated,22,41,WASHC3
diff_activated,22,42,PBX2
diff_activated,22,43,JOSD1
diff_activated,22,44,ERP44
diff_activated,22,45,PRPF6
diff_activated,22,46,RAP2B
diff_activated,22,47,SAE1
diff_activated,22,48,KAT6A
diff_activated,22,49,RAD50
diff_activated,24,0,PSMD13
diff_activated,24,1,ARF6
diff_activated,24,2,UBA3
diff_activated,24,3,SNRPB2
diff_activated,24,4,METAP2
diff_activated,24,5,SLAMF1
diff_activated,24,6,SSRP1
diff_activated,24,7,PSMA4
diff_activated,24,8,HNRNPU
diff_activated,24,9,H1-2
diff_activated,24,10,CAB39
diff_activated,24,11,PAK2
diff_activated,24,12,TUBA4A
diff_activated,24,13,PLEKHB2
diff_activated,24,14,ELOVL5
diff_activated,24,15,PPP1R9B
diff_activated,24,16,ARHGAP30
diff_activated,24,17,LCP1
diff_activated,24,18,CD2
diff_activated,24,19,UBE2D3
diff_activated,24,20,SRSF2
diff_activated,24,21,GOT2
diff_activated,24,22,GLRX3
diff_activated,24,23,SLC38A1
diff_activated,24,24,SCD
diff_activated,24,25,YWHAZ
diff_activated,24,26,HNRNPD
diff_activated,24,27,CAPNS1
diff_activated,24,28,ITK
diff_activated,24,29,EDEM1
diff_activated,24,30,ADD3
diff_activated,24,31,SMS
diff_activated,24,32,CD226
diff_activated,24,33,PSMD4
diff_activated,24,34,SDHB
diff_activated,24,35,FNBP1
diff_activated,24,36,DGKA
diff_activated,24,37,STT3B
diff_activated,24,38,BST2
diff_activated,24,39,UQCRC1
diff_activated,24,40,SAMHD1
diff_activated,24,41,HAPSTR1
diff_activated,24,42,FTL
diff_activated,24,43,NUCKS1
diff_activated,24,44,HNRNPUL2
diff_activated,24,45,PLCG1
diff_activated,24,46,ARHGEF2
diff_activated,24,47,EEF1B2
diff_activated,24,48,S100A10
diff_activated,24,49,SH3BGRL3
diff_memory,21,0,SP1
diff_memory,21,1,REST
diff_memory,21,2,PNO1
diff_memory,21,3,IFT57
diff_memory,21,4,CEBPZOS
diff_memory,21,5,TIMMDC1
diff_memory,21,6,AFG3L2
diff_memory,21,7,NR3C1
diff_memory,21,8,SAMD1
diff_memory,21,9,RBM22
diff_memory,21,10,FNBP4
diff_memory,21,11,DDX50
diff_memory,21,12,TBK1
diff_memory,21,13,PLSCR3
diff_memory,21,14,FOXO1
diff_memory,21,15,RC3H2
diff_memory,21,16,ATRX
diff_memory,21,17,OARD1
diff_memory,21,18,SMIM26
diff_memory,21,19,ARHGEF3
diff_memory,21,20,NUP155
diff_memory,21,21,CARS2
diff_memory,21,22,SNUPN
diff_memory,21,23,INCENP
diff_memory,21,24,ATXN1
diff_memory,21,25,ASCC2
diff_memory,21,26,SLC12A7
diff_memory,21,27,STAT5A
diff_memory,21,28,SNX12
diff_memory,21,29,CHEK1
diff_memory,21,30,SENP1
diff_memory,21,31,GLUD1
diff_memory,21,32,DTYMK
diff_memory,21,33,DHCR24
diff_memory,21,34,MPDU1
diff_memory,21,35,TERF2
diff_memory,21,36,EPSTI1
diff_memory,21,37,IDH3G
diff_memory,21,38,TMEM259
diff_memory,21,39,HIPK1
diff_memory,21,40,GRAMD1A
diff_memory,21,41,P2RX4
diff_memory,21,42,DMTF1
diff_memory,21,43,ITPK1
diff_memory,21,44,SNX4
diff_memory,21,45,GIT1
diff_memory,21,46,ZEB1
diff_memory,21,47,LAMTOR5
diff_memory,21,48,FXN
diff_memory,21,49,YEATS4
diff_memory,23,0,GMFG
diff_memory,23,1,NRAS
diff_memory,23,2,MIER1
diff_memory,23,3,SLC25A11
diff_memory,23,4,YWHAE
diff_memory,23,5,SYNRG
diff_memory,23,6,HIGD2A
diff_memory,23,7,KIF21B
diff_memory,23,8,RAB8B
diff_memory,23,9,ELOC
diff_memory,23,10,ADAM8
diff_memory,23,11,SF3B4
diff_memory,23,12,EHMT1
diff_memory,23,13,STAU2
diff_memory,23,14,HPRT1
diff_memory,23,15,PPP6C
diff_memory,23,16,SNRPE
diff_memory,23,17,TSR1
diff_memory,23,18,SRSF4
diff_memory,23,19,SRA1
diff_memory,23,20,ADSS2
diff_memory,23,21,CANX
diff_memory,23,22,RNF10
diff_memory,23,23,ZFP36L2
diff_memory,23,24,ECE1
diff_memory,23,25,NUP50
diff_memory,23,26,KCTD20
diff_memory,23,27,ZBTB1
diff_memory,23,28,SEC61A1
diff_memory,23,29,CHMP4A
diff_memory,23,30,HK1
diff_memory,23,31,KDM2A
diff_memory,23,32,KLF2
diff_memory,23,33,BIN2
diff_memory,23,34,MBNL1
diff_memory,23,35,DPM1
diff_memory,23,36,TERF2IP
diff_memory,23,37,BLOC1S1
diff_memory,23,38,NUP62
diff_memory,23,39,KPNA4
diff_memory,23,40,SLC7A5
diff_memory,23,41,GNPTAB
diff_memory,23,42,EIF2AK2
diff_memory,23,43,NUP58
diff_memory,23,44,NUP153
diff_memory,23,45,CARM1
diff_memory,23,46,GSTO1
diff_memory,23,47,TOP2A
diff_memory,23,48,NOP10
diff_memory,23,49,CELF1
diff_memory,24,0,ID2
diff_memory,24,1,B2M
diff_memory,24,2,OSTF1
diff_memory,24,3,TMEM123
diff_memory,24,4,UBE2I
diff_memory,24,5,KCNAB2
diff_memory,24,6,CD44
diff_memory,24,7,ABRACL
diff_memory,24,8,HSP90AB1
diff_memory,24,9,CELF2
diff_memory,24,10,NDUFA4
diff_memory,24,11,FAM120A
diff_memory,24,12,UBAP2L
diff_memory,24,13,IFI16
diff_memory,24,14,EBNA1BP2
diff_memory,24,15,DUS1L
diff_memory,24,16,SUMF2
diff_memory,24,17,ARPC2
diff_memory,24,18,CD47
diff_memory,24,19,PRRC2C
diff_memory,24,20,ILF2
diff_memory,24,21,STT3B
diff_memory,24,22,TMEM167A
diff_memory,24,23,S100A10
diff_memory,24,24,CNN2
diff_memory,24,25,GNG2
diff_memory,24,26,LRPPRC
diff_memory,24,27,TANK
diff_memory,24,28,WIPF1
diff_memory,24,29,CAPN2
diff_memory,24,30,SATB1
diff_memory,24,31,CCT8
diff_memory,24,32,UBXN4
diff_memory,24,33,C11orf58
diff_memory,24,34,PRPF40A
diff_memory,24,35,HSPH1
diff_memory,24,36,MYH9
diff_memory,24,37,HNRNPUL2
diff_memory,24,38,RHOG
diff_memory,24,39,COPA
diff_memory,24,40,H1-5
diff_memory,24,41,PPP1CA
diff_memory,24,42,PAFAH1B1
diff_memory,24,43,ATF2
diff_memory,24,44,ARID5B
diff_memory,24,45,EFCAB14
diff_memory,24,46,SLTM
diff_memory,24,47,NDUFB9
diff_memory,24,48,COX8A
diff_memory,24,49,WDR26
diff_checkpoint,11,0,USP54
diff_checkpoint,11,1,ROM1
diff_checkpoint,11,2,RAB43
diff_checkpoint,11,3,C1QTNF6
diff_checkpoint,11,4,FTCDNL1
diff_checkpoint,11,5,NECTIN1
diff_checkpoint,11,6,RFX2
diff_checkpoint,11,7,KRTCAP3
diff_checkpoint,11,8,ZBTB12
diff_checkpoint,11,9,TOR2A
diff_checkpoint,11,10,ZRANB3
diff_checkpoint,11,11,ZNF2
diff_checkpoint,11,12,ZNF772
diff_checkpoint,11,13,EGFL6
diff_checkpoint,11,14,SERPINI1
diff_checkpoint,11,15,PWWP2B
diff_checkpoint,11,16,H2AC8
diff_checkpoint,11,17,ZNF579
diff_checkpoint,11,18,SLC16A5
diff_checkpoint,11,19,CCDC120
diff_checkpoint,11,20,ANKS6
diff_checkpoint,11,21,GJB6
diff_checkpoint,11,22,CASS4
diff_checkpoint,11,23,ZNF250
diff_checkpoint,11,24,MT1E
diff_checkpoint,11,25,WHRN
diff_checkpoint,11,26,TMEM217
diff_checkpoint,11,27,CNOT7
diff_checkpoint,11,28,FHL1
diff_checkpoint,11,29,STOX1
diff_checkpoint,11,30,FAM104A
diff_checkpoint,11,31,SEMA4F
diff_checkpoint,11,32,GMPR
diff_checkpoint,11,33,ELMO3
diff_checkpoint,11,34,SIPA1L2
diff_checkpoint,11,35,SPATC1L
diff_checkpoint,11,36,THBS4
diff_checkpoint,11,37,ARHGEF11
diff_checkpoint,11,38,SLC17A9
diff_checkpoint,11,39,TESK2
diff_checkpoint,11,40,CAPN12
diff_checkpoint,11,41,REEP2
diff_checkpoint,11,42,C2orf72
diff_checkpoint,11,43,RWDD2A
diff_checkpoint,11,44,ABITRAM
diff_checkpoint,11,45,ADM5
diff_checkpoint,11,46,PELI3
diff_checkpoint,11,47,RIBC2
diff_checkpoint,11,48,ZBTB43
diff_checkpoint,11,49,POPDC2
diff_checkpoint,13,0,ZNF649
diff_checkpoint,13,1,RPGR
diff_checkpoint,13,2,GNG8
diff_checkpoint,13,3,RXRA
diff_checkpoint,13,4,ZNF430
diff_checkpoint,13,5,CHI3L2
diff_checkpoint,13,6,LIN37
diff_checkpoint,13,7,ADCY9
diff_checkpoint,13,8,CNNM2
diff_checkpoint,13,9,GEMIN8
diff_checkpoint,13,10,FKRP
diff_checkpoint,13,11,ZNF714
diff_checkpoint,13,12,IFIT3
diff_checkpoint,13,13,KCTD3
diff_checkpoint,13,14,NCS1
diff_checkpoint,13,15,KCNQ5
diff_checkpoint,13,16,ZFP82
diff_checkpoint,13,17,ZNF736
diff_checkpoint,13,18,CARD6
diff_checkpoint,13,19,ZNF408
diff_checkpoint,13,20,CCDC152
diff_checkpoint,13,21,TRIM34
diff_checkpoint,13,22,PLXNB2
diff_checkpoint,13,23,TUBA1A
diff_checkpoint,13,24,ABHD11
diff_checkpoint,13,25,FASTKD3
diff_checkpoint,13,26,VWA5A
diff_checkpoint,13,27,GNAI1
diff_checkpoint,13,28,KCTD18
diff_checkpoint,13,29,NCKAP1
diff_checkpoint,13,30,GPATCH1
diff_checkpoint,13,31,PPP1R3F
diff_checkpoint,13,32,ZNF626
diff_checkpoint,13,33,ZNF155
diff_checkpoint,13,34,TTBK2
diff_checkpoint,13,35,TMTC4
diff_checkpoint,13,36,TYSND1
diff_checkpoint,13,37,OAT
diff_checkpoint,13,38,ZFYVE26
diff_checkpoint,13,39,H6PD
diff_checkpoint,13,40,SETMAR
diff_checkpoint,13,41,BTLA
diff_checkpoint,13,42,ZBTB34
diff_checkpoint,13,43,IPCEF1
diff_checkpoint,13,44,KYAT1
diff_checkpoint,13,45,FAM117B
diff_checkpoint,13,46,KIAA0513
diff_checkpoint,13,47,ZNF717
diff_checkpoint,13,48,H1-0
diff_checkpoint,13,49,ZNF358
diff_checkpoint,14,0,WHAMM
diff_checkpoint,14,1,FAM120C
diff_checkpoint,14,2,CEP19
diff_checkpoint,14,3,TRMT11
diff_checkpoint,14,4,SWI5
diff_checkpoint,14,5,TMLHE
diff_checkpoint,14,6,CRADD
diff_checkpoint,14,7,ACSS1
diff_checkpoint,14,8,ALKBH8
diff_checkpoint,14,9,RECQL4
diff_checkpoint,14,10,SSX2IP
diff_checkpoint,14,11,AOAH
diff_checkpoint,14,12,DOP1B
diff_checkpoint,14,13,NCR3
diff_checkpoint,14,14,RECQL5
diff_checkpoint,14,15,FTO
diff_checkpoint,14,16,VKORC1L1
diff_checkpoint,14,17,PSMD5
diff_checkpoint,14,18,STX18
diff_checkpoint,14,19,BSCL2
diff_checkpoint,14,20,MED19
diff_checkpoint,14,21,ZNF480
diff_checkpoint,14,22,MAPKBP1
diff_checkpoint,14,23,CRYZL1
diff_checkpoint,14,24,ARHGEF9
diff_checkpoint,14,25,GANC
diff_checkpoint,14,26,MED16
diff_checkpoint,14,27,GINS4
diff_checkpoint,14,28,VGLL4
diff_checkpoint,14,29,WDR1
diff_checkpoint,14,30,ATRIP
diff_checkpoint,14,31,PRIMPOL
diff_checkpoint,14,32,MRM3
diff_checkpoint,14,33,REEP4
diff_checkpoint,14,34,ERI2
diff_checkpoint,14,35,ZMYM6
diff_checkpoint,14,36,NANP
diff_checkpoint,14,37,EFCAB11
diff_checkpoint,14,38,GEMIN2
diff_checkpoint,14,39,PKP4
diff_checkpoint,14,40,ZNF436
diff_checkpoint,14,41,G6PC3
diff_checkpoint,14,42,MCU
diff_checkpoint,14,43,CC2D1B
diff_checkpoint,14,44,SLC35B3
diff_checkpoint,14,45,ATG10
diff_checkpoint,14,46,ZNF641
diff_checkpoint,14,47,CAPRIN2
diff_checkpoint,14,48,TIMM17B
diff_checkpoint,14,49,SLC41A2
diff_checkpoint,22,0,KEAP1
diff_checkpoint,22,1,DCUN1D1
diff_checkpoint,22,2,ASCC3
diff_checkpoint,22,3,PPP2R5D
diff_checkpoint,22,4,IFITM2
diff_checkpoint,22,5,HAPLN3
diff_checkpoint,22,6,SP140L
diff_checkpoint,22,7,HMOX2
diff_checkpoint,22,8,RABGAP1L
diff_checkpoint,22,9,GNL2
diff_checkpoint,22,10,NDUFB1
diff_checkpoint,22,11,NLRC5
diff_checkpoint,22,12,ERP44
diff_checkpoint,22,13,MIS18BP1
